mp-19802,-7.945187568664551,-7.8855156898498535
mp-7060,-6.205933094024658,-6.490359306335449
mp-561519,-6.121679306030273,-5.94389009475708
mp-20262,-11.751121520996094,-10.677067756652832
mp-540782,-7.6638383865356445,-7.9211835861206055
mp-768714,-7.628553867340088,-7.630180358886719
mp-11516,-9.841726303100586,-10.071535110473633
mp-753890,-5.042881011962891,-5.19114875793457
mp-16755,-5.112589359283447,-5.108782768249512
mp-22285,-7.8656110763549805,-7.98863410949707
mp-1753,-7.432297229766846,-8.029997825622559
mp-758342,-7.493937969207764,-7.4412946701049805
mp-754325,-7.766507625579834,-7.787303924560547
mp-757262,-7.935646057128906,-8.004409790039062
mp-28792,-4.7417168617248535,-4.782374382019043
mp-850747,-7.437941551208496,-7.542230606079102
mp-555727,-7.736843109130859,-7.7123847007751465
mp-616378,-3.0676097869873047,-2.994000196456909
mp-776552,-7.455269813537598,-7.454046249389648
mp-774708,-5.864599704742432,-6.0762939453125
mp-752437,-7.361945629119873,-7.899378299713135
mp-849520,-7.472712993621826,-7.456435680389404
mp-770653,-8.126947402954102,-7.886162757873535
mp-3455,-6.396914005279541,-6.609492301940918
mp-9124,-3.1311206817626953,-3.0904364585876465
mp-776548,-7.819387435913086,-7.807470798492432
mp-567698,-3.938046932220459,-3.98628306388855
mp-555621,-7.720534324645996,-7.690417766571045
mp-562230,-4.220695972442627,-4.367371559143066
mp-557397,-5.43408727645874,-5.437509536743164
mp-755349,-4.573209285736084,-4.580412864685059
mp-31909,-9.731976509094238,-9.734898567199707
mp-5788,-8.78276538848877,-8.8966646194458
mp-541149,-4.580699443817139,-4.692113876342773
mp-1008680,-7.063869476318359,-7.016777515411377
mp-776477,-7.502170562744141,-7.496565341949463
mp-18781,-6.698787689208984,-6.704589366912842
mp-7505,-4.171034812927246,-4.1773223876953125
mp-779008,-7.075088024139404,-7.0387492179870605
mp-9595,-8.065482139587402,-8.069119453430176
mp-976286,-6.892064571380615,-6.749013423919678
mp-10342,-8.877001762390137,-9.222752571105957
mp-505825,-5.322089195251465,-5.495367050170898
mp-778513,-5.769689559936523,-5.761899948120117
mp-29405,-3.064690351486206,-3.0102624893188477
mp-560105,-7.416672229766846,-7.388925552368164
mp-754563,-7.134790897369385,-7.13065767288208
mp-555021,-5.888139724731445,-5.851376533508301
mp-696867,-6.907787799835205,-7.010392665863037
mp-1008676,-5.714041709899902,-6.797043800354004
mp-1926,-7.273843288421631,-7.095584392547607
mp-778306,-7.201838493347168,-7.337373733520508
mp-758435,-6.470252990722656,-6.462204456329346
mp-581913,-4.850273132324219,-5.087169647216797
mp-557266,-3.4659476280212402,-3.6992111206054688
mp-619279,-4.498833179473877,-4.486560821533203
mp-775782,-6.845726013183594,-6.932705402374268
mp-6241,-7.4369049072265625,-7.277121067047119
mp-1019718,-7.685741901397705,-7.7053327560424805
mp-758842,-6.488831996917725,-6.567692756652832
mp-754382,-0.005272389855235815,-6.007167339324951
mp-865274,-4.122882843017578,-4.110077857971191
mp-774914,-7.145823001861572,-7.117354869842529
mp-556001,-7.521285533905029,-7.504700183868408
mp-9899,-4.115009784698486,-3.9694700241088867
mp-767553,-3.399360418319702,-3.375962018966675
mp-754105,-7.1702189445495605,-7.205578804016113
mp-17784,-7.957183361053467,-7.927793502807617
mp-621176,-4.918269634246826,-4.9220781326293945
mp-556615,-7.108610153198242,-7.058743476867676
mp-752466,-7.911943435668945,-7.708108901977539
mp-22936,-5.3548808097839355,-5.644036293029785
mp-777875,-5.822176933288574,-5.782329082489014
mp-27723,-8.211621284484863,-8.227289199829102
mp-676290,-3.5061774253845215,-4.03152322769165
mp-541447,-5.002802848815918,-5.1190385818481445
mp-777356,-6.28023624420166,-6.304487228393555
