mp-20948,-7.407428705
mp-20491,-4.244818775
mp-12763,-6.803320895714286
mp-3651,-7.129224588
mp-3569,-5.997804642352941
mp-630328,-5.641128196388888
mp-567542,-3.174637609166666
mp-998987,-7.3489736125
mp-504348,-6.647704612142857
mp-694873,-7.564981114999999
mp-685257,-5.27843203125
mp-765501,-5.55286038625
mp-771073,-6.562268958571429
mp-699552,-5.179157793571428
mp-262,-6.041064407826087
mp-706339,-6.041263106875
mp-770154,-7.886663416666666
mp-544,-8.7075107275
mp-770367,-7.202001869166667
mp-35612,-10.698891286666665
mp-568080,-6.631430383333334
mp-1436,-5.620891918333334
mp-8269,-5.746844957857143
mp-11174,-4.979899806666666
mp-771579,-7.859106501071429
mp-1018021,-8.00236052
mp-11012,-5.739989945714286
mp-27981,-10.105269640000001
mp-26311,-6.5234203265624995
mp-18779,-6.572910432857142
mp-14493,-4.599326989
mp-780866,-7.8710745922916665
mp-18901,-5.9808238199999995
mp-981366,-2.3760814100000003
mp-540395,-7.064682884473685
mp-861869,-5.9863483725
mp-568820,-7.58857554
mp-756861,-8.884514021
mp-7135,-6.305724911666666
mp-17298,-8.376186793714286
mp-26742,-6.698718353947368
mp-614455,-9.29895298
mp-18708,-8.060540081875
mp-570456,-7.423970534
mp-676260,-3.013467388125
mp-7906,-4.5849413328571424
mp-776479,-4.071404747321429
mp-866088,-9.84108476
mp-11393,-7.635239907000001
mp-972048,-2.6724885414285713
mp-979259,-10.6404009325
mp-504928,-3.666485871666667
mp-4547,-7.969214202000001
mp-995206,-5.832636094374999
mp-865771,-4.4358959275
mp-29636,-4.5483431585
mp-30569,-7.630908198965518
mp-988,-8.388440495000001
mp-775713,-7.644402928333334
mp-776325,-6.33198945652174
mp-29772,-5.5450983025
mp-849474,-7.318070205714285
mp-981365,-10.2696634625
mp-21166,-3.0518645891666663
mp-773500,-6.627090019285715
mp-15888,-7.648918888999999
mp-861978,-11.0479312925
mp-27335,-3.569584435
mp-10706,-9.44637781
mp-28371,-4.578666056666666
mp-218,-8.718163524249999
mp-649472,-6.549640511964285
mp-27916,-3.9272187350000003
mp-684890,-6.20996801
mp-554061,-5.438609099
mp-862734,-4.21706634
mp-644223,-4.096311730833333
mp-9107,-5.836170265
mp-758180,-7.507064551875
mp-776978,-7.605497621428571
mp-9172,-6.632325595
mp-582142,-5.682621381500001
mp-698160,-6.183068690810811
mp-6800,-6.155479052142857
mp-18800,-8.867631577142857
mp-27787,-4.288884387916666
mp-24683,-6.468929423571429
mp-849466,-7.958977368333333
mp-11397,-4.5373116840000005
mp-9309,-8.5955969595
mp-26407,-6.986922322291666
mp-850996,-7.328806442916666
mp-774449,-7.984734545714285
mp-770694,-6.5270287656666675
mp-864800,-3.794977635
mp-643364,-4.944184310000001
mp-867900,-5.6318502825
mp-763454,-7.086228946428571
mp-11799,-5.573386995
mp-3731,-8.270339836
mp-556328,-4.759876155
mp-767538,-7.874021473181818
mp-997015,-5.1705325475
mp-18341,-5.589506676944445
mp-756876,-6.7843200434615385
mp-985443,-2.1791509325
mp-761322,-7.067821765416667
mp-771050,-5.875814709999999
mp-560624,-6.792071525
mp-3680,-8.023194129264706
mp-695505,-8.47664765388889
mp-11887,-8.193767277619047
mp-1298,-3.1398883766666668
mp-23196,-6.9866719985714285
mp-776320,-5.981437807
mp-973524,-7.451949370833333
mp-23227,-3.344686415
mp-762029,-4.010036115714286
mp-9033,-9.702870012
mp-540923,-4.589706873214285
mp-778833,-6.241985191666667
mp-644318,-6.815538534807692
mp-11770,-5.04586617375
mp-675342,-5.6181524125
mp-13459,-2.5135824025
mp-778385,-6.788168008671875
mp-30374,-4.1817541175
mp-769038,-5.38759467640625
mp-998749,-3.824431044
mp-754434,-10.827822731428572
mp-10779,-5.1467736275
mp-549,-6.261605705
mp-8787,-6.087703954
mp-865798,-3.9244329075
mp-764643,-7.82492200888889
mp-557552,-5.551162181666666
mp-17325,-3.32320738
mp-753923,-5.363345938571428
mp-15796,-5.2991506799999994
mp-638084,-5.61456235625
mp-3525,-4.06171413
mp-29755,-7.98653035375
mp-768092,-6.49476819375
mp-556258,-7.106262127333333
mp-612670,-7.5531431325
mp-766938,-8.141025986
mp-1007881,-7.94840403
mp-863358,-7.739615098275862
mp-568656,-7.5307679605
mp-30395,-4.5357004775
mp-558198,-5.994175094999999
mp-722278,-7.451367259090909
mp-4579,-7.324418643333332
mp-567430,-4.0097369086666665
mp-685043,-4.767592593333333
mp-636105,-6.184736580384615
mp-5992,-8.108539793333334
mp-755797,-9.107094435909092
mp-864620,-2.4998924
mp-22984,-5.4973823262499995
mp-1673,-5.478879460833333
mp-770735,-6.774289317083333
mp-780330,-7.063452324791666
mp-979437,-9.305483615
mp-11263,-7.57679032625
mp-11269,-4.472409248
mp-30989,-6.638065377205883
mp-24030,-7.610384796363636
mp-978535,-4.6134195775
mp-28579,-1.9411515028571429
mp-754455,-9.384176468
mp-775299,-7.666567367916667
mp-31603,-7.400380069722222
mp-1001789,-8.501630495
mp-3292,-6.738250723999999
mp-699447,-5.9018257740625
mp-981210,-3.5340071025
mp-17183,-6.7619472815625
mp-16610,-7.33568756575
mp-559144,-6.22531525388889
mp-32616,-4.656201674
mp-5843,-8.103410987307694
mp-571554,-5.28788878125
mp-971706,-5.210530708
mp-771256,-6.850829554615384
mp-683975,-4.768031275
mp-569322,-5.6100091008333335
mp-33737,-7.142862828571429
mp-37214,-7.145062928
mp-505088,-4.7162500225
mp-19378,-7.2827118925
mp-769558,-7.884596069000001
mp-754631,-5.204334968333334
mp-6872,-5.812738065357143
mp-1019093,-7.8134423066666665
mp-559390,-7.630465934285714
mp-14837,-7.864254822187499
mp-571609,-7.317514506111111
mp-973461,-1.0245799125
mp-1001824,-7.60904457
mp-570544,-3.828799544666667
mp-777894,-6.3842221985
mp-866716,-4.755391473214286
mp-983429,-7.1958079725
mp-769561,-7.122138784285715
mp-620325,-7.120713882954546
mp-557600,-6.293258072916667
mp-559790,-6.578440292647059
mp-568100,-5.576175785
mp-13061,-9.454078066
mp-8380,-7.599885526333334
mp-1001834,-10.084025845000001
mp-13530,-7.6619524225
mp-27533,-5.461178488823529
mp-771750,-5.3652106375
mp-571363,-4.515445803333333
mp-9538,-4.044440000624999
mp-626275,-5.285900031296296
mp-698060,-5.70472353125
mp-5391,-7.231243268571428
mp-558879,-5.906506546041666
mp-21294,-5.615026716666667
mp-972093,-2.655345530689655
mp-753774,-7.035986135
mp-752767,-4.3167781725
mp-781825,-5.089683842826087
mp-29736,-5.6101273549999995
mp-3721,-9.105002858999999
mp-23979,-5.465066969642857
mp-675739,-6.264397492857142
mp-1001034,-3.985792137857143
mp-752656,-8.086188946071427
mp-568446,-5.662758583611112
mp-674343,-6.471914725405405
mp-1019593,-7.993407087720588
mp-530449,-6.927939418681318
mp-567705,-5.5602775375
mp-553912,-7.603910128888889
